1.350000000000000000e+02 3.600000000000000000e+02
1.300000000000000000e+02 3.600000000000000000e+02
1.250000000000000000e+02 3.600000000000000000e+02
1.200000000000000000e+02 3.600000000000000000e+02
1.150000000000000000e+02 3.600000000000000000e+02
1.100000000000000000e+02 3.600000000000000000e+02
1.050000000000000000e+02 3.600000000000000000e+02
1.000000000000000000e+02 3.600000000000000000e+02
9.500000000000000000e+01 3.600000000000000000e+02
9.000000000000000000e+01 3.600000000000000000e+02
8.500000000000000000e+01 3.600000000000000000e+02
1.350000000000000000e+02 3.400000000000000000e+02
1.300000000000000000e+02 3.400000000000000000e+02
1.250000000000000000e+02 3.400000000000000000e+02
1.200000000000000000e+02 3.400000000000000000e+02
1.150000000000000000e+02 3.400000000000000000e+02
1.100000000000000000e+02 3.400000000000000000e+02
1.050000000000000000e+02 3.400000000000000000e+02
1.000000000000000000e+02 3.400000000000000000e+02
9.500000000000000000e+01 3.400000000000000000e+02
9.000000000000000000e+01 3.400000000000000000e+02
8.500000000000000000e+01 3.400000000000000000e+02
1.350000000000000000e+02 3.200000000000000000e+02
1.300000000000000000e+02 3.200000000000000000e+02
1.250000000000000000e+02 3.200000000000000000e+02
1.200000000000000000e+02 3.200000000000000000e+02
1.150000000000000000e+02 3.200000000000000000e+02
1.100000000000000000e+02 3.200000000000000000e+02
1.050000000000000000e+02 3.200000000000000000e+02
1.000000000000000000e+02 3.200000000000000000e+02
9.500000000000000000e+01 3.200000000000000000e+02
9.000000000000000000e+01 3.200000000000000000e+02
8.500000000000000000e+01 3.200000000000000000e+02
1.350000000000000000e+02 3.000000000000000000e+02
1.300000000000000000e+02 3.000000000000000000e+02
1.250000000000000000e+02 3.000000000000000000e+02
1.200000000000000000e+02 3.000000000000000000e+02
1.150000000000000000e+02 3.000000000000000000e+02
1.100000000000000000e+02 3.000000000000000000e+02
1.050000000000000000e+02 3.000000000000000000e+02
1.000000000000000000e+02 3.000000000000000000e+02
9.500000000000000000e+01 3.000000000000000000e+02
9.000000000000000000e+01 3.000000000000000000e+02
8.500000000000000000e+01 3.000000000000000000e+02
1.350000000000000000e+02 2.800000000000000000e+02
1.300000000000000000e+02 2.800000000000000000e+02
1.250000000000000000e+02 2.800000000000000000e+02
1.200000000000000000e+02 2.800000000000000000e+02
1.150000000000000000e+02 2.800000000000000000e+02
1.100000000000000000e+02 2.800000000000000000e+02
1.050000000000000000e+02 2.800000000000000000e+02
1.000000000000000000e+02 2.800000000000000000e+02
9.500000000000000000e+01 2.800000000000000000e+02
9.000000000000000000e+01 2.800000000000000000e+02
8.500000000000000000e+01 2.800000000000000000e+02
1.300000000000000000e+02 2.600000000000000000e+02
1.250000000000000000e+02 2.600000000000000000e+02
1.200000000000000000e+02 2.600000000000000000e+02
1.150000000000000000e+02 2.600000000000000000e+02
1.100000000000000000e+02 2.600000000000000000e+02
1.050000000000000000e+02 2.600000000000000000e+02
1.000000000000000000e+02 2.600000000000000000e+02
9.500000000000000000e+01 2.600000000000000000e+02
9.000000000000000000e+01 2.600000000000000000e+02
