6.173189793000000063e+05 3.454801265000000130e+06 0.000000000000000000e+00
6.173127469000000274e+05 3.454831978999999817e+06 0.000000000000000000e+00
6.173080500000000466e+05 3.454861012999999803e+06 0.000000000000000000e+00
6.173041909999999916e+05 3.454889098000000231e+06 0.000000000000000000e+00
6.173008745999999810e+05 3.454916518999999855e+06 0.000000000000000000e+00
6.172978991000000387e+05 3.454943422999999952e+06 0.000000000000000000e+00
6.172950977000000421e+05 3.454969910999999847e+06 0.000000000000000000e+00
6.172923164000000106e+05 3.454996077000000048e+06 0.000000000000000000e+00
6.172894159000000218e+05 3.455022044000000227e+06 0.000000000000000000e+00
6.173524422000000486e+05 3.454810748000000138e+06 0.000000000000000000e+00
6.173451681999999564e+05 3.454838638999999966e+06 0.000000000000000000e+00
6.173395772000000579e+05 3.454866246999999974e+06 0.000000000000000000e+00
6.173350587000000523e+05 3.454893455000000075e+06 0.000000000000000000e+00
6.173312310000000289e+05 3.454920311999999918e+06 0.000000000000000000e+00
6.173278438999999780e+05 3.454946876000000164e+06 0.000000000000000000e+00
6.173247169999999460e+05 3.454973202000000048e+06 0.000000000000000000e+00
6.173217145999999484e+05 3.454999354999999981e+06 0.000000000000000000e+00
6.173187410000000382e+05 3.455025424999999814e+06 0.000000000000000000e+00
6.173825834999999497e+05 3.454819859999999870e+06 0.000000000000000000e+00
6.173755195000000531e+05 3.454845824000000022e+06 0.000000000000000000e+00
6.173697998999999836e+05 3.454872009999999776e+06 0.000000000000000000e+00
6.173650777000000235e+05 3.454898254999999888e+06 0.000000000000000000e+00
6.173610433999999659e+05 3.454924475999999791e+06 0.000000000000000000e+00
6.173574677000000374e+05 3.454950634000000078e+06 0.000000000000000000e+00
6.173541870999999810e+05 3.454976720000000205e+06 0.000000000000000000e+00
6.173510882999999449e+05 3.455002748999999836e+06 0.000000000000000000e+00
6.173481084999999730e+05 3.455028756000000052e+06 0.000000000000000000e+00
6.174106720000000205e+05 3.454828384999999776e+06 0.000000000000000000e+00
6.174041282999999821e+05 3.454852751999999862e+06 0.000000000000000000e+00
6.173987728000000352e+05 3.454877714999999851e+06 0.000000000000000000e+00
6.173942436999999918e+05 3.454903097000000067e+06 0.000000000000000000e+00
