6.205317160999999614e+05 3.452684282999999821e+06 0.000000000000000000e+00
6.205377288999999873e+05 3.452728546999999788e+06 0.000000000000000000e+00
6.205454020000000019e+05 3.452773859000000171e+06 0.000000000000000000e+00
6.205535089999999618e+05 3.452819154000000097e+06 0.000000000000000000e+00
6.205617352999999421e+05 3.452864186999999918e+06 0.000000000000000000e+00
6.205701491999999853e+05 3.452908851999999955e+06 0.000000000000000000e+00
6.206277767000000458e+05 3.452664188000000082e+06 0.000000000000000000e+00
6.206363845000000438e+05 3.452710612000000197e+06 0.000000000000000000e+00
6.206446570999999531e+05 3.452756166999999899e+06 0.000000000000000000e+00
6.206526807000000263e+05 3.452801700999999885e+06 0.000000000000000000e+00
6.206602484000000404e+05 3.452847271999999881e+06 0.000000000000000000e+00
6.206667683999999426e+05 3.452892560000000056e+06 0.000000000000000000e+00
6.207269877000000561e+05 3.452648910999999847e+06 0.000000000000000000e+00
6.207355962999999756e+05 3.452692601999999955e+06 0.000000000000000000e+00
6.207445054999999702e+05 3.452737774000000209e+06 0.000000000000000000e+00
6.207533935999999521e+05 3.452783663999999873e+06 0.000000000000000000e+00
6.207622902000000468e+05 3.452830296999999788e+06 0.000000000000000000e+00
6.207714451000000117e+05 3.452878345999999903e+06 0.000000000000000000e+00
6.208239113000000361e+05 3.452622728000000119e+06 0.000000000000000000e+00
6.208352632000000449e+05 3.452670700999999885e+06 0.000000000000000000e+00
6.208448617000000086e+05 3.452717234999999870e+06 0.000000000000000000e+00
6.208542306999999564e+05 3.452763129000000190e+06 0.000000000000000000e+00
6.208640152999999700e+05 3.452808717000000179e+06 0.000000000000000000e+00
6.208747373999999836e+05 3.452854095999999903e+06 0.000000000000000000e+00
6.209328066000000108e+05 3.452607938999999780e+06 0.000000000000000000e+00
6.209383381999999983e+05 3.452653351999999955e+06 0.000000000000000000e+00
6.209453192000000272e+05 3.452698876000000164e+06 0.000000000000000000e+00
6.209530503999999491e+05 3.452743711999999825e+06 0.000000000000000000e+00
6.209614120000000112e+05 3.452787691999999806e+06 0.000000000000000000e+00
6.209705807999999961e+05 3.452830583999999799e+06 0.000000000000000000e+00
6.210319827999999980e+05 3.452593774999999907e+06 0.000000000000000000e+00
6.210373281000000425e+05 3.452639641999999993e+06 0.000000000000000000e+00
6.210430997999999672e+05 3.452684186999999918e+06 0.000000000000000000e+00
6.210492952000000514e+05 3.452728075000000186e+06 0.000000000000000000e+00
6.210556533999999519e+05 3.452771384999999776e+06 0.000000000000000000e+00
6.210616827999999514e+05 3.452813945999999996e+06 0.000000000000000000e+00
6.211298181000000332e+05 3.452587532000000123e+06 0.000000000000000000e+00
6.211332709999999497e+05 3.452629476999999955e+06 0.000000000000000000e+00
6.211383527000000468e+05 3.452671865999999922e+06 0.000000000000000000e+00
6.211443704000000143e+05 3.452714720999999903e+06 0.000000000000000000e+00
6.211507277000000468e+05 3.452758183999999892e+06 0.000000000000000000e+00
6.211567253999999957e+05 3.452802455999999773e+06 0.000000000000000000e+00
6.212158212999999523e+05 3.452579782000000123e+06 0.000000000000000000e+00
6.212219729999999981e+05 3.452617674000000115e+06 0.000000000000000000e+00
6.212293843999999808e+05 3.452657441000000108e+06 0.000000000000000000e+00
6.212376554999999935e+05 3.452698658999999985e+06 0.000000000000000000e+00
6.212466827000000048e+05 3.452741220000000205e+06 0.000000000000000000e+00
6.212567325999999885e+05 3.452785274000000209e+06 0.000000000000000000e+00
6.212946461999999592e+05 3.452560516999999993e+06 0.000000000000000000e+00
6.213057519000000320e+05 3.452597929000000004e+06 0.000000000000000000e+00
6.213166716000000015e+05 3.452636688000000082e+06 0.000000000000000000e+00
6.213278227000000188e+05 3.452676666999999899e+06 0.000000000000000000e+00
6.213394233999999706e+05 3.452717790000000037e+06 0.000000000000000000e+00
6.213512301000000443e+05 3.452760052999999840e+06 0.000000000000000000e+00
6.213763447999999626e+05 3.452533106000000145e+06 0.000000000000000000e+00
6.213897230999999447e+05 3.452571382999999914e+06 0.000000000000000000e+00
6.214026045000000158e+05 3.452610354999999981e+06 0.000000000000000000e+00
6.214153412000000244e+05 3.452649651999999769e+06 0.000000000000000000e+00
6.214285977000000421e+05 3.452688816000000108e+06 0.000000000000000000e+00
6.214440335000000196e+05 3.452727070999999996e+06 0.000000000000000000e+00
6.214612053999999771e+05 3.452501030999999959e+06 0.000000000000000000e+00
6.214763540000000503e+05 3.452541348999999929e+06 0.000000000000000000e+00
6.214897968999999575e+05 3.452582302000000142e+06 0.000000000000000000e+00
6.215017397999999812e+05 3.452622921999999788e+06 0.000000000000000000e+00
6.215123283999999985e+05 3.452662631000000052e+06 0.000000000000000000e+00
6.215209257999999681e+05 3.452700853000000119e+06 0.000000000000000000e+00
6.215589455000000307e+05 3.452460671999999788e+06 0.000000000000000000e+00
6.215725864000000292e+05 3.452510570999999996e+06 0.000000000000000000e+00
6.215836463999999687e+05 3.452556575000000186e+06 0.000000000000000000e+00
6.215932290000000503e+05 3.452600453999999911e+06 0.000000000000000000e+00
6.216019671999999555e+05 3.452642993999999948e+06 0.000000000000000000e+00
6.216104466000000248e+05 3.452685033999999985e+06 0.000000000000000000e+00
6.216748887999999570e+05 3.452442418000000063e+06 0.000000000000000000e+00
6.216790568000000203e+05 3.452492785999999847e+06 0.000000000000000000e+00
6.216836206000000238e+05 3.452540055999999866e+06 0.000000000000000000e+00
6.216884645999999484e+05 3.452584637999999803e+06 0.000000000000000000e+00
6.216937772999999579e+05 3.452626961000000127e+06 0.000000000000000000e+00
6.216998601999999955e+05 3.452667399000000209e+06 0.000000000000000000e+00
6.217867743000000482e+05 3.452440516999999993e+06 0.000000000000000000e+00
6.217848819999999832e+05 3.452490151999999769e+06 0.000000000000000000e+00
6.217829529000000330e+05 3.452536507000000216e+06 0.000000000000000000e+00
6.217817334000000264e+05 3.452579572999999858e+06 0.000000000000000000e+00
6.217817349999999860e+05 3.452619608000000007e+06 0.000000000000000000e+00
6.217834562999999616e+05 3.452656952000000048e+06 0.000000000000000000e+00
6.219025982999999542e+05 3.452454268999999855e+06 0.000000000000000000e+00
6.218896772000000346e+05 3.452504671000000089e+06 0.000000000000000000e+00
6.218784714999999851e+05 3.452549143000000156e+06 0.000000000000000000e+00
6.218691141999999527e+05 3.452589162000000011e+06 0.000000000000000000e+00
