7.184033497734328977e-01,3.017021404996778622e-01
7.339143154442804295e-01,2.956801999220685651e-01
9.010531018925153068e-01,1.831382358454115566e-01
7.069396617587573317e-01,1.216194546771408175e-01
7.061647703520052000e-01,2.578753485202834872e-01
9.151781148012929634e-01,1.998593141264967676e-01
7.683304738362248809e-01,2.991785764816873860e-01
5.149710586522198152e-01,3.520063356739666638e-01
5.126788706680280860e-01,1.460595292260788991e-01
7.838482680180429707e-01,3.077662186793794774e-01
7.654645569826229456e-02,2.671863124677699153e-01
6.428620087435151786e-01,3.260928707221807388e-01
6.490610488506720621e-01,3.074578876789362814e-01
6.504575989092635790e-01,1.905827864548355621e-01
6.466853789158770738e-01,1.734690370189740372e-01
6.829831766361220691e-01,4.884283279699438429e-01
6.829831766346093902e-01,1.157167202996134403e-02
6.133410260962610661e-01,3.534767425385776374e-01
1.353981286113092875e-01,2.942166133774255510e-01
3.357929069603337036e-01,1.738016147195555264e-02
3.360509942426631591e-01,4.823960230278846462e-01
5.307198792671188325e-01,2.847977350567019172e-01
4.784868376744964569e-01,4.433944512421394979e-01
4.784868376729524142e-01,5.660554875746579007e-02
1.283658967243222482e-01,1.451151354473542432e-01
4.628301947731042199e-01,4.503054660418401856e-01
4.628301947710979358e-01,4.969453395769057868e-02
7.282067319384861737e-01,3.889455289471995814e-01
7.269977141378696217e-01,1.156753322608346096e-01
7.101539270131861370e-01,3.891472186126107013e-01
5.598765694505446477e-01,2.058844271641722401e-01
8.742947283395060554e-01,2.011332655423329896e-01
1.985526751159819026e-01,9.859855447293233710e-02
4.019478873655807361e-01,2.000517169801291628e-01
5.387679135582787993e-01,6.884809424744418871e-02
5.387679135590950352e-01,4.311519057522373854e-01
2.126912778797995229e-01,4.262054608142504808e-01
2.261073693078313185e-01,4.364077014478825456e-01
1.144606538531389162e-01,1.388702935442009678e-01
3.697151050921296811e-01,1.068362378024113601e-01
6.965268335441354708e-01,2.363568393806198542e-01
5.238875246432008748e-01,2.672695897261684328e-01
9.485595946435352310e-01,3.095784786935244504e-01
6.708070144586851802e-01,1.997598360830463160e-01
6.879110568292953198e-01,1.934967104054942100e-01
6.606399317259965542e-01,1.069373722719382247e-01
3.534742489245634722e-01,9.908496143044105697e-02
5.681192221056497599e-02,1.119436521334288837e-01
5.677991781622501039e-02,3.883689872179846292e-01
7.574162178647732002e-01,1.363737764008344233e-01
2.101714580319745673e-01,3.714177404979622787e-01
5.472180007331484131e-01,1.959154807517911046e-01
9.144739609588434792e-01,4.769978551135011791e-01
9.144739609590569751e-01,2.300214488642732952e-02
9.771973318147944010e-01,4.134690548538577648e-01
9.771973318147990639e-01,8.653094514592184205e-02
9.098604561802375867e-02,2.393864526434285461e-02
9.098604561837704552e-02,4.760613547357512854e-01
2.278245948732105994e-02,4.127839254165034388e-01
2.279065460574165175e-02,8.724887049296342623e-02
6.440720573084894873e-01,1.069639385259153475e-01
6.108752643573003294e-01,2.635794138439442325e-01
9.666376334866220166e-01,2.687569524942411969e-01
9.361257006251528789e-01,3.170750918558606357e-01
3.513294368005890345e-01,1.032514287326620310e-02
3.513351147925923290e-01,4.896583895884840110e-01
6.071530763425502242e-01,2.780133316925911258e-01
7.389652380311655389e-01,1.349591811535548191e-01
2.261676602515316215e-01,3.772076302851694596e-01
9.320173568992187185e-01,1.637052333855338881e-01
9.401614333419949787e-01,1.466183711906733078e-01
9.308181603375795810e-01,3.350989648477780691e-01
9.396277491697015982e-01,3.509691921499921707e-01
3.065848557716337464e-01,2.749928475209395540e-01
3.138781435969983935e-01,2.900235178148767856e-01
6.983330403236062689e-02,2.838554571597832199e-01
5.615847085030678532e-01,3.978478281996376126e-02
5.615847085043579323e-01,4.602152171800912850e-01
1.427137000388565280e-01,3.111032243720083246e-01
8.574590817388078046e-01,2.027932407341039578e-01
8.658387440760975107e-01,4.166965793176695132e-01
3.313560502240074923e-01,1.574187864206784415e-01
3.380011324588205746e-01,1.721365417232826323e-01
2.138674369306191037e-01,9.029181062605592945e-02
8.800747043399891334e-01,1.837926831486072499e-01
5.142757761941316730e-01,3.344312672500748262e-01
5.114596998580637210e-01,1.641258600567456760e-01
8.500254595068729158e-01,4.174431996491607122e-01
9.192688497137725401e-01,4.352047231683499051e-01
9.315245410504595647e-01,4.461607993842283681e-01
9.192689113288587954e-01,6.478966186677813377e-02
9.315246026655299438e-01,5.383358565092152825e-02
3.278425744359458882e-01,3.191806182957629967e-01
3.012587721838131949e-01,4.533567614680698021e-01
3.008692620527648187e-01,4.551356540317760130e-02
3.091640226108202105e-01,4.385199492303867852e-01
3.063557441896460065e-01,5.966805170906148981e-02
1.006459544670908479e-01,3.870179107962194998e-01
9.562976290208621832e-02,4.027747035458423275e-01
9.555719758566200150e-02,9.711946000388048394e-02
9.967206153053581597e-02,1.124675761264249119e-01
7.278535521453061152e-01,1.659607504875886541e-01
7.278610883273556320e-01,3.321828904144441541e-01
7.452110165697358735e-01,3.749192609337410609e-01
7.447396050745744844e-01,3.593370926005785004e-01
6.283961480237769681e-01,3.629738823602494113e-01
6.951328042401767604e-01,2.734766715261560677e-01
7.019355148609824901e-01,3.755236999776095930e-01
9.490798367881006503e-02,2.598057457005295001e-01
3.315125889699322981e-01,3.275774693723980391e-02
3.318263205559533469e-01,4.668570556871213251e-01
9.437754594159215582e-01,3.894156199275695673e-01
9.437758291053159887e-01,1.105506902839061140e-01
1.210622678079686099e-01,4.155949025738836511e-02
1.210652363940893650e-01,4.584620364588670172e-01
2.494222560410196965e-01,2.687806578784645017e-01
9.403041525558403224e-01,4.084940446604633513e-01
9.403045838601673534e-01,9.146665058629600831e-02
8.136670532364693731e-01,3.115112844404178682e-01
5.537746536392810226e-01,4.279889974972128641e-01
5.537746536385849128e-01,7.201100250252592816e-02
2.746380782030397594e-01,1.679872680875688085e-01
4.037544999317464467e-01,2.154381637359792101e-01
9.864982142166668633e-03,1.844950375975900891e-01
5.267785997631688755e-01,3.865436882187620604e-01
5.261798299821498492e-01,1.131440785806798743e-01
8.167736010501747135e-01,4.907933229986438106e-01
8.167736010498265475e-01,9.206677001335766483e-03
5.368910984601390490e-01,3.982047646115409179e-01
5.362923286790736155e-01,1.014830021878939115e-01
2.893304500188025319e-01,3.817453290552478284e-01
4.817838025149345782e-01,1.786308153000445431e-01
2.718912960635463949e-01,1.464828724708069352e-01
2.318698320514916977e-01,3.094306537515063571e-01
2.468436680595733068e-01,3.024863792878608182e-01
9.241681846220098917e-01,4.129181141524934651e-01
9.241686159264066447e-01,8.704258109426102341e-02
1.291786708855438004e-01,2.592125566065417441e-01
1.444973154703090013e-01,2.744872102111426404e-01
4.018901228510054491e-01,1.644827966869029101e-01
1.168734782970686781e-01,5.641265759251787304e-02
1.168734782972583042e-01,4.435873424076729465e-01
1.948084558478878348e-01,1.148517817659854834e-01
1.214948533760374684e-02,3.166666666672446340e-01
6.241263287657803360e-01,1.476580708636223427e-01
5.659623768993102821e-01,4.439363945909561293e-01
5.659623768984713976e-01,5.606360540901238892e-02
4.003210081008308219e-01,1.489923376541114064e-01
3.374553250138252469e-01,3.321419178986774190e-01
3.008904508811539591e-01,2.074694071344096447e-01
7.255668306299649650e-01,2.625408354585476167e-01
9.567616160834908623e-01,4.811375072494339933e-01
9.567616160836067696e-01,1.886249275052173657e-02
9.618742785610618906e-01,2.851861191433830434e-01
6.855812890331421938e-01,3.064814886452389420e-01
6.684335505682449385e-01,2.995686328383984076e-01
5.180624545725185381e-01,2.942026938700363914e-01
3.698444676986732960e-01,4.342135569859956190e-01
3.681214874569977979e-01,6.795327216364346889e-02
5.288556527376078176e-01,8.175127424725608938e-02
5.288556527383475592e-01,4.182487257523995750e-01
9.808608159654141900e-01,4.286274315382582190e-02
9.808608159653786629e-01,4.571372568460948527e-01
1.080708221229200322e-01,2.287227375185855310e-02
1.080737907092051697e-01,4.771492529644039693e-01
1.571276497913922099e-01,4.331001914453855295e-02
1.572315502960722478e-01,4.574434159229738839e-01
7.347951179564389257e-01,2.471548500728138753e-01
2.787607051563560923e-01,3.967193240510416552e-01
2.838965981542108108e-01,4.159122033062319646e-01
6.019795197636033240e-02,9.485840254345107025e-02
6.026232217428524607e-02,4.050685569153442689e-01
8.662417678438198987e-01,2.552268782156784099e-01
4.707139336113626005e-01,1.482432980606024908e-01
4.709354392906026088e-01,3.515711748395612957e-01
1.801841310066012447e-01,6.882701142145804252e-02
1.609955124881821131e-01,6.090309813442473796e-02
1.611603110866737520e-01,4.396232533455158298e-01
1.801727301810727433e-01,4.311329869633892531e-01
4.978429573297169508e-01,1.782206282967385147e-01
1.864385750220911089e-02,4.573600317574748608e-01
1.864385750226157934e-02,4.263996824257286489e-02
9.160571401858202262e-03,4.223988734133503620e-01
9.160571401876602474e-03,7.760112658680738684e-02
9.338429390787302831e-01,1.954131311867279286e-01
9.908495772080727626e-01,4.223772509681789078e-01
9.908495772080834207e-01,7.762274903155172434e-02
1.949791947405393744e-01,6.188495918861219858e-02
9.302747723018938153e-01,4.612475824848078498e-01
9.302747723021042026e-01,3.875241751508679694e-02
3.636452296305190401e-01,4.513164930116501106e-01
3.629361790634706986e-01,4.935968722451837543e-02
9.223059328817143632e-01,9.178054183895861806e-03
9.223059328815552682e-01,4.908219458160795745e-01
1.145060339904547253e-01,2.923916438297432530e-01
1.952832866993465810e-01,4.377630649494345105e-01
2.757895568101371153e-01,2.167386424737519773e-02
2.757895568104704598e-01,4.783261357527539559e-01
3.385972549640487439e-01,3.055909826210275182e-01
4.704386687633919095e-01,1.647974704813479629e-01
4.705205553456399126e-01,3.349371287461262447e-01
7.501143968660759498e-01,2.500933381838231773e-01
2.875800672574053696e-01,1.043125505077793780e-02
2.875800672585417939e-01,4.895687449492825971e-01
2.849925128150560538e-01,1.046497397325849010e-01
4.684797853620411567e-01,2.593570561919544271e-01
7.239109128175298391e-01,1.495293373790662628e-01
7.244320831547170769e-01,3.510298451610091020e-01
5.936041043237932913e-01,3.596679858427912491e-01
5.938508569565339457e-01,1.398796657482928030e-01
6.655922603501517321e-01,4.789988959788262224e-01
6.655922603486896794e-01,2.100110402108736757e-02
6.988487889531964647e-01,4.781306259544296222e-01
6.988487889520675900e-01,2.186937404542355426e-02
8.969076467623922078e-01,4.764237950056910975e-01
8.969835616222349151e-01,2.346551217271775069e-02
6.927040508186137480e-01,1.131452084326366875e-01
3.072304615757405766e-01,1.887492560698727229e-01
2.929078873698607310e-01,1.180818859870646498e-01
7.020181948070157718e-01,2.927573259177436160e-01
1.608300198825362015e-01,2.716861748540754795e-01
3.019232015291521964e-01,4.209910316948665687e-01
6.111501692851809553e-01,1.384982352561357488e-01
6.239516356504869465e-01,1.663539004600894100e-01
6.200022207891772164e-01,3.331821955309399730e-01
9.445281551038700041e-01,4.908219458160795745e-01
9.445281551039952372e-01,9.178054183895861806e-03
9.638603335969844199e-01,3.130958061012779625e-01
3.227331374820482934e-01,1.020782034374239367e-01
7.287617135308713801e-01,4.218510390958932765e-01
7.358547673252230359e-01,4.041694086205698255e-01
7.352531404605474608e-01,9.875757259977190061e-02
7.272095236316920008e-01,7.956940705459027152e-02
2.036788092433523545e-01,1.255200498848771107e-01
3.691901308902638124e-01,3.199943234130744329e-01
3.183246466470485703e-01,8.824294832489339158e-02
5.685760464375225753e-01,2.591657530383713048e-01
1.880350567869667477e-01,1.638334340159398883e-01
5.485257043704484525e-01,3.522048857252814691e-01
5.453712919710805851e-01,1.458709590867962036e-01
4.831523623234479925e-01,3.604360449109642595e-01
4.831523623229726505e-01,1.395639550888030933e-01
9.908495772080834207e-01,5.540052680938087337e-02
9.908495772080727626e-01,4.445994731904596708e-01
8.005842016988595766e-01,3.004061109247592176e-01
9.160571401858202262e-03,4.446210956355264310e-01
9.160571401876602474e-03,5.537890436449270648e-02
9.452619942737751080e-01,2.045480504616952744e-01
8.108329764230994829e-01,3.280945271883214942e-01
5.043126925662526627e-01,1.921242426061076092e-01
1.980560882183901028e-01,1.781911522279457649e-01
9.035078347715279623e-01,4.393190868806946536e-01
