618258.515044 3454743.01767 4.903
618262.674361 3454740.97376 4.903
618280.113126 3454731.116 4.903
618297.451304 3454723.1062 4.903
618318.709268 3454715.18694 4.882
618327.633563 3454711.92363 4.882
618356.203687 3454700.66726 4.882
618389.633688 3454681.17738 4.877
618409.222815 3454670.42412 4.91
618409.652984 3454669.80641 4.91
618445.947045 3454648.44409 4.918
618458.19413 3454638.72333 4.918
618460.356616 3454636.73135 4.918
618473.684963 3454626.72544 4.918
618518.829796 3454598.02956 4.878
618519.396961 3454597.3019 4.878
618531.74376 3454587.24783 4.885
618538.168077 3454586.17728 4.885
618559.628688 3454570.23268 4.885
618563.44729 3454567.25586 4.885
618596.921443 3454538.9585 4.852
618606.277444 3454532.83841 4.852
618612.797728 3454526.79788 4.886
618627.943263 3454515.00073 4.886
618650.644582 3454501.6534 4.878
618663.117322 3454487.53111 4.878
618680.064512 3454475.30833 4.878
618692.581631 3454466.4643 4.865
618699.850181 3454462.05832 4.865
618711.184722 3454451.15678 4.865
618727.70253 3454435.24039 4.889
618735.19703 3454428.50476 4.889
618745.790243 3454421.03285 4.889
618761.880657 3454404.78649 4.889
618763.346514 3454403.67872 4.889
618766.551969 3454399.14332 4.872
618782.120903 3454385.94809 4.872
618791.946663 3454375.7265 4.872
618803.221364 3454358.8219 4.867
618808.244678 3454353.83314 4.867
618810.101557 3454351.33603 4.867
618842.947812 3454315.8219 4.896
618917.522227 3454246.10215 4.897
618929.583766 3454238.04305 4.897
618935.713051 3454231.3014 4.886
618961.938195 3454207.95939 4.88
618972.093259 3454200.42699 4.88
618990.323737 3454186.37012 4.872
619001.443202 3454178.30044 4.903
619003.697601 3454175.96581 4.903
619004.823022 3454175.30952 4.903
619016.695161 3454165.65018 4.911
619033.758644 3454153.11333 4.931
619050.923434 3454140.09447 4.931
619057.65592 3454137.2251 4.898
619067.143137 3454132.97454 4.898
619077.588321 3454123.10399 4.929
619081.310895 3454119.46655 4.929
619088.319298 3454112.67918 4.929
619095.013252 3454108.27625 4.897
619099.812302 3454106.19343 4.897
619104.93118 3454100.54618 4.897
619107.071514 3454100.53322 4.897
619112.413648 3454094.21019 4.897
619120.68348 3454086.04335 4.897
619152.340826 3454063.31145 4.873
619157.887677 3454057.25094 4.873
619164.843712 3454054.39345 4.873
619169.966006 3454049.15511 4.875
619183.633005 3454041.10515 4.875
619193.770522 3454034.44618 4.875
619200.396165 3454031.14827 4.875
619205.85163 3454026.81501 4.89
619208.012585 3454025.68729 4.89
619217.206516 3454021.96317 4.89
619227.178099 3454013.74134 4.89
619234.342594 3454012.93046 4.89
619239.554824 3454011.0382 4.89
619250.481227 3454003.83072 4.89
619252.48587 3454002.4039 4.874
619272.550514 3453990.05009 4.874
619286.236632 3453979.62177 4.874
619391.266112 3453887.4203 4.867
619410.451705 3453869.51885 4.878
619417.312491 3453861.69863 4.878
619430.926562 3453847.08837 4.878
619467.513237 3453808.82164 4.866
619478.665359 3453793.71892 4.895
619481.489301 3453791.17714 4.895
619489.513913 3453782.84982 4.895
619501.760359 3453764.91625 4.895
619508.504541 3453762.45612 4.873
619526.694007 3453739.47953 4.873
619593.101049 3453735.70839 4.878
619599.88466 3453726.96751 4.878
619606.349841 3453720.24863 4.896
619611.94433 3453713.54774 4.896
619613.298414 3453711.75122 4.896
619623.926637 3453701.31647 4.896
619627.688349 3453694.96644 4.896
619635.56144 3453686.63752 4.896
619644.077888 3453675.80711 4.927
619655.53203 3453660.86595 4.864
619663.170547 3453650.6946 4.864
619667.798212 3453643.34161 4.864
619668.553076 3453642.27234 4.864
619678.192653 3453629.59637 4.904
619685.879927 3453620.05743 4.904
619690.374937 3453612.43349 4.904
619691.062225 3453611.68867 4.904
619691.597052 3453611.00716 4.904
619695.176279 3453603.85598 4.904
619698.380093 3453596.70983 4.904
619707.942915 3453580.95742 4.875
619718.77601 3453563.76065 4.875
619725.775139 3453552.94094 4.875
619733.497384 3453538.22689 4.86
619739.990732 3453524.13073 4.86
619744.207966 3453512.14579 4.86
619751.459812 3453500.17679 4.86
619758.159297 3453486.91923 4.863
619763.538549 3453474.58514 4.863
619766.471925 3453465.24307 4.863
619771.139181 3453452.3155 4.846
619777.487877 3453437.60445 4.846
619780.055893 3453430.8971 4.846
619780.73139 3453429.08359 4.846
619783.874676 3453418.8426 4.846
619785.794444 3453410.14874 4.846
619791.622269 3453398.40514 4.846
619796.926148 3453387.78919 4.846
619803.093445 3453374.99019 4.846
619807.628163 3453363.89162 4.846
619810.961215 3453351.01392 4.859
619814.730139 3453339.13542 4.859
619819.94328 3453328.77862 4.859
619825.621045 3453316.89396 4.859
619833.171273 3453299.07456 4.865
619842.634023 3453276.71465 4.865
619851.854084 3453254.63075 4.852
619856.682531 3453238.08125 4.852
619861.10652 3453226.8978 4.852
619863.802058 3453216.01061 4.848
619867.933682 3453208.76357 4.848
619872.449225 3453198.65902 4.848
619881.327294 3453172.25056 4.848
619886.348972 3453163.99154 4.863
619894.618519 3453143.33708 4.863
619904.16334 3453124.31391 4.863
619907.190635 3453117.96491 4.871
619910.74255 3453111.83559 4.871
619911.766972 3453109.54288 4.871
619916.657763 3453097.35197 4.871
619925.318387 3453076.72986 4.871
619951.467505 3453032.45484 4.866
619968.318594 3453005.86777 4.858
619979.127599 3452988.06699 4.858
619988.671658 3452975.44595 4.862
619998.224445 3452959.25694 4.862
620005.824896 3452948.99246 4.862
620007.437176 3452946.27904 4.862
620012.066383 3452938.13641 4.862
620030.617634 3452913.06478 4.859
620060.797967 3452878.15562 4.867
620065.349151 3452872.66029 4.867
620080.410922 3452851.74888 4.867
620084.543136 3452844.47404 4.867
620137.521603 3452800.8584 4.864
620253.099908 3452755.96898 4.866
620289.865884 3452741.05725 4.866
620296.631869 3452738.16114 4.866
620303.529247 3452734.9506 4.866
620311.849449 3452730.93864 4.86
620316.713001 3452730.27871 4.86
620323.374815 3452723.21869 4.86
620324.36341 3452721.9756 4.86
620327.478806 3452718.43383 4.86
620330.451603 3452719.68501 4.86
620334.313085 3452718.65127 4.86
620337.010439 3452717.44627 4.86
620337.496411 3452717.55403 4.86
620343.018836 3452716.54856 4.86
620351.14107 3452713.78877 4.86
620352.689075 3452711.818 4.86
620357.599999 3452710.50821 4.86
620361.011305 3452709.7295 4.86
620374.419528 3452707.08587 4.837
620384.25606 3452703.8811 4.837
620538.775355 3452760.68346 4.864
620551.820278 3452757.68281 4.864
620561.609113 3452754.45906 4.846
620573.12499 3452748.9786 4.846
620573.471994 3452748.66666 4.846
620582.894117 3452743.98922 4.846
620592.873264 3452741.58536 4.846
620596.606145 3452740.62458 4.846
620598.308601 3452739.8171 4.846
620601.348743 3452738.67184 4.846
620609.533075 3452733.28336 4.846
620614.699465 3452731.98592 4.862
620621.597171 3452729.45389 4.862
620634.297891 3452725.12996 4.862
620645.129951 3452722.17841 4.862
620660.119322 3452716.0781 4.862
620674.542357 3452712.00623 4.835
620691.296326 3452708.04472 4.835
620699.732881 3452705.04721 4.835
620705.072206 3452703.29648 4.835
620710.052389 3452700.82616 4.846
620719.458342 3452696.87342 4.846
620730.609884 3452690.44118 4.846
620742.511807 3452685.43921 4.846
620752.602532 3452682.36777 4.836
620761.110792 3452678.69282 4.836
620770.551068 3452673.8392 4.836
620779.725367 3452668.49936 4.836
620789.450166 3452664.60609 4.836
620800.128809 3452659.72024 4.841
620809.491715 3452653.25828 4.841
620822.19093 3452646.99256 4.841
620831.562022 3452645.39034 4.841
620842.121333 3452641.16289 4.841
620856.197029 3452635.359 4.83
620866.774247 3452631.6614 4.83
620874.305529 3452628.9138 4.83
620881.167671 3452628.10052 4.83
620887.615446 3452624.42061 4.83
620893.559676 3452620.77209 4.83
620899.691936 3452618.83543 4.827
620904.153088 3452618.44991 4.827
620908.573867 3452619.49487 4.827
620912.844033 3452616.96076 4.827
620917.636677 3452615.52907 4.827
620923.095025 3452613.85415 4.827
620928.794139 3452612.07978 4.827
620931.05756 3452611.80843 4.827
620935.164886 3452611.63257 4.827
620938.595132 3452610.60338 4.827
620944.382527 3452608.09599 4.825
620959.918068 3452606.6297 4.825
620975.008793 3452597.99431 4.825
620983.672346 3452594.02398 4.825
620989.416667 3452590.4011 4.825
620990.441532 3452590.18057 4.825
620996.474522 3452582.28676 4.835
620997.36098 3452581.60004 4.835
620999.162157 3452582.63354 4.835
621003.779083 3452583.29055 4.835
621009.398833 3452584.2564 4.835
621012.768349 3452580.86642 4.835
621013.462277 3452580.94872 4.835
621015.31558 3452579.52978 4.835
621018.675427 3452575.59146 4.835
621021.883595 3452573.73279 4.835
621255.850126 3452632.4622 4.811
621269.488678 3452628.57724 4.795
621273.349087 3452628.34292 4.795
621274.662519 3452628.03283 4.795
621281.975807 3452626.19361 4.795
621290.961687 3452624.06702 4.795
621318.465837 3452618.78073 4.801
621344.163642 3452610.83483 4.801
621364.05599 3452603.49111 4.83
621365.454855 3452602.69884 4.83
621396.368248 3452594.06051 4.83
621414.177471 3452587.28756 4.839
621426.907091 3452583.96841 4.839
621445.507384 3452577.16746 4.839
621470.538235 3452570.28273 4.84
621538.507262 3452542.64286 4.827
621563.494419 3452528.48232 4.827
621569.434188 3452525.93984 4.827
